sourceId,推广组,推广计划,创意,点击日期,点击时间,广告位,URL,城市,省,exchange,竞价模式,扣费(元)
303KT1rdaAy0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:23:36,首页底部导流_其他_其他_300x250_矩形_30k|北京时间左侧_文章内嵌矩形,http://item.btime.com/36sd2iaunsp9j08k5u6sq85hj8j?from=haoindex,温州,浙江,MAX精选,CPC,3.45
308kvF309bY0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:27:26,浏览器新标签页导流_首页_首屏_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/35ihu86og729b7op4ar6hd9vpej?from=browser,其他,重庆,MAX精选,CPC,2.98
309O69Q401U0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:55:57,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/327p8vpt7f99bc8qmf4p515ls6i?from=mini,中山,广东,MAX精选,CPC,3.25
30Aog2Ke0BU0,A-36计2-守卫家园-广告位计划,导航_娱乐频道搜索框下方矩形,300x250.swf,2017/05/22,14:07:57,导航_内容页_首屏_300x250_30k|娱乐频道搜索框下方矩形,http://yule.360.cn/list?tag=%E5%A4%96%E6%98%9F%E6%83%85%E6%8A%A5%E5%B1%80&tonality=%E5%A4%96%E6%98%9F%E6%83%85%E6%8A%A5%E5%B1%80,红河州,云南,MAX精选,CPC,0.77
30BYk8URJ7L0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:51:46,首页底部导流_其他_其他_300x250_矩形_30k|北京时间左侧_文章内嵌矩形,http://item.btime.com/31aegg92pa18m4raf5704fsg5rb?from=haoindex,济南,山东,MAX精选,CPC,3.59
30C2rNGwca10,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:47:53,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/34c83c2mrlc94oabnin8k0mce1o?from=mini,东莞,广东,MAX精选,CPC,4.64
30F4fZolfB40,A-36计2-守卫家园-广告位计划,导航_娱乐频道内容页下拉跟随矩形02,300x250.swf,2017/05/22,14:11:06,导航_内容页_二屏_300x250_30k|娱乐频道内容页下拉跟随矩形02,http://yule.360.cn/content/124149?realtime,宁波,浙江,MAX精选,CPC,2.57
30fUliEjAAI0,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,02:18:50,浏览器新标签页导流_首页_首屏_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/43e2ark187a802pmohs9j00vnij?from=browser,丽水,浙江,MAX精选,CPC,3.81
30J0CpAAkDy0,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:23:17,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,郑州,河南,MAX精选,CPC,3.87
30jqxW58d6j0,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:51:40,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,保定,河北,MAX精选,CPC,2.68
30kAHuWx3AI0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:07:59,360全能看_内容页_首屏_300x250_矩形_30k|详情页右侧矩形,http://sh.qihoo.com/pc/detail?url=http%3A%2F%2Fzm.news.so.com%2Fdb9915975e8695e23415313ec8705106&check=d7eb7bc349713020&sign=yctj_hs&uid=pcsorightcached20170522140705000,西安,陕西,MAX精选,CPC,4.61
30Ll640DzB20,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,18:06:46,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/37bv45n3dus899820evjtsn09vi?from=mini,中山,广东,MAX精选,CPC,2.92
30MWzLvhxf40,A-36计2-守卫家园-广告位计划,360娱乐-固定-728*90,728x90.swf,2017/05/22,02:30:16,360导航娱乐_频道页_其他_728x90_横幅_30k|详情页中通横幅,http://yule.360.cn/content/135786,苏州,江苏,MAX精选,CPC,0.63
30nFsXHLmGy0,A-36计2-守卫家园-广告位计划,导航_娱乐频道搜索框下方矩形,300x250.swf,2017/05/22,14:39:39,导航_内容页_首屏_300x250_30k|娱乐频道搜索框下方矩形,http://yule.360.cn/,烟台,山东,MAX精选,CPC,3.12
30nmPCJy0P10,A-36计2-守卫家园-广告位计划,导航_娱乐频道内容页下拉跟随矩形02,300x250.swf,2017/05/22,02:58:53,导航_内容页_二屏_300x250_30k|娱乐频道内容页下拉跟随矩形02,http://yule.360.cn/,中山,广东,MAX精选,CPC,0.72
30pvjBwxWaG0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:15:23,浏览器新标签页导流_首页_首屏_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/34rsnbec2mj9mlpntdbh5borv8u?from=browser,遵义,贵州,MAX精选,CPC,5.7
30ZyWvfJubY0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:35:45,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,上海市辖区,上海,MAX精选,CPC,4.66
350ewuGdr7j0,A-36计2-橱窗,36计2场景,场景橱窗广告创意,2017/05/22,14:19:39,360浏览器_首页_首屏_商品推荐广告尺寸_矩形_30k|今日特卖_单品人群定向,http://se.360.cn/setm/jrtm-web.html,四平,吉林,MAX精选,CPC,0.95
350QNqiHVUI0,A-36计2-守卫家园-广告位计划,导航_娱乐频道内容页下拉跟随矩形02,300x250.swf,2017/05/22,14:47:56,导航_内容页_二屏_300x250_30k|娱乐频道内容页下拉跟随矩形02,http://yule.360.cn/content/136981?realtime,许昌,河南,MAX精选,CPC,2.78
35aGgzeOL0Z0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:35:19,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/32c0f7fpnne98t87jroqrlh3lfg?from=mini,济宁,山东,MAX精选,CPC,4.65
35EcJAPQy7U0,A-36计2-防御为王-广告位计划,36计2-防御为王-4.28,防御为王300x250.swf,2017/05/22,14:27:57,浏览器mini弹窗导流_其他_其他_300x250_矩形_30k|北京时间右侧_固定图形7,http://www.btime.com/news?from=mini,深圳,广东,MAX精选,CPC,3.16
35gCWkp2oe20,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:27:19,浏览器新标签页导流_首页_首屏_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/46cu53krv7o8ila8j8gpd2lj2us?from=browser,中山,广东,MAX精选,CPC,4.25
35iK1SqSMV00,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:59:37,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/30qkuk91n4c8d29hi8s6dbqcct1?from=mini,其他,重庆,MAX精选,CPC,3.48
35keWZn5LRy0,A-36计2-守卫家园-广告位计划,导航_娱乐频道内容页下拉跟随矩形02,300x250.swf,2017/05/22,02:46:16,导航_内容页_二屏_300x250_30k|娱乐频道内容页下拉跟随矩形02,http://yule.360.cn/list?tag=%E5%A5%BD%E5%A5%87%E5%BF%83&tonality=%E8%BD%BB%E6%9D%BE%E4%B8%80%E5%88%BB&realtime,其他,湖南,MAX精选,CPC,1.9
35kOa1fd0Dd0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,18:38:57,mini弹窗导流_其他_其他_300x250_矩形_30k|右侧下拉跟随1,http://yule.360.cn/content/136981?from=mini,北京市辖区,北京,MAX精选,CPC,4.75
35M0WUCbc440,A-36计2-守卫家园-广告位计划,360娱乐-固定-728*90,728x90.swf,2017/05/22,02:46:16,360导航娱乐_频道页_其他_728x90_横幅_30k|详情页中通横幅,http://yule.360.cn/content/135848,沈阳,辽宁,MAX精选,CPC,0.85
35PMeKeUEmo0,A-36计2-防御为王-广告位计划,导航_娱乐,防御为王300x250.swf,2017/05/22,14:35:54,导航_内容页_首屏_300x250_30k|娱乐频道搜索框下方矩形,http://yule.360.cn/list?tag=%E7%B2%BE%E5%BD%A9%E5%9B%BE%E9%9B%86&tonality=%E7%B2%BE%E5%BD%A9%E5%9B%BE%E9%9B%86,临沂,山东,MAX精选,CPC,2.72
35rOkPWwPKy0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:39:17,360全能看_内容页_首屏_300x250_矩形_30k|详情页右侧矩形,http://sh.qihoo.com/pc/detail?url=http%3A%2F%2Fwww.thepaper.cn%2FnewsDetail_forward_1690904&check=2c83406a013e919e&sign=yctj_hs&uid=pcsorightcached20170522143704000,南阳,河南,MAX精选,CPC,2.98
35TVaUrp1R20,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:03:06,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,其他,天津,MAX精选,CPC,3.88
35u0hc220p60,A-36计2-信息流-全尺寸,660x220,「战神36计」战争策略游戏入口,2017/05/22,02:26:54,网易_频道页_二屏_660x220_矩形_30k|通发位除大事件第10条大图模式,news.163.com,韶关,广东,MAX精选,CPC,3.1
35uyOitWwfZ0,A-36计2-橱窗,36计2场景,场景橱窗广告创意,2017/05/22,14:47:34,360浏览器_首页_首屏_商品推荐广告尺寸_矩形_30k|今日特卖_单品人群定向,http://se.360.cn/setm/jrtm-web.html,恩施,湖北,MAX精选,CPC,0.91
380PxT0SiVZ0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:55:36,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,深圳,广东,MAX精选,CPC,3.64
382hIvSMt0U0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:55:48,首页底部导流_其他_其他_300x250_矩形_30k|北京时间左侧_文章内嵌矩形,http://item.btime.com/40incsfi9pv8btbrv7g35ai3cuj?from=haoindex,宁波,浙江,MAX精选,CPC,4.43
385xpEJxwjU0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:31:09,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/3214f3488mm8mopdo60ampdgdb3?from=mini,恩施,湖北,MAX精选,CPC,3.01
388Ad2B2jA00,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:23:11,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,六盘水,贵州,MAX精选,CPC,3.78
38akgWgcRfr0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:31:16,360小视频_其他_其他_300x250_矩形_30k|视频页右侧标准图形,http://k.360kan.com/pc/detail/BL7gJ4B9ORxv?ucheck=6af96fa1bd9e015cbca816fa510c852d&uid=132730903.144343315196567800.1479170947087.608&version=&sign=haoindex&resign=haoindex&is_recom=0&dl=dh_xxl_tj,临沂,山东,MAX精选,CPC,3.28
38br4MZkIfd0,A-36计2-橱窗,36计2场景,场景橱窗广告创意,2017/05/22,14:31:07,360浏览器_首页_首屏_商品推荐广告尺寸_矩形_30k|今日特卖_单品人群定向,http://se.360.cn/setm/jrtm-web.html,宁波,浙江,MAX精选,CPC,2
38CiMJTjZoG0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:03:12,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,承德,河北,MAX精选,CPC,1.54
38CRCnQ0qor0,A-36计2-守卫家园-广告位计划,导航_娱乐频道内容页下拉跟随矩形02,300x250.swf,2017/05/22,02:02:07,导航_内容页_二屏_300x250_30k|娱乐频道内容页下拉跟随矩形02,http://yule.360.cn/content/135198,温州,浙江,MAX精选,CPC,2.14
38eB5vWGTEd0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:27:41,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/3655150f3ma8n3bn1r89mehm84k?from=mini,其他,重庆,MAX精选,CPC,3.01
38foDDZnLG10,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:43:53,360小视频_其他_其他_300x250_矩形_30k|视频页右侧标准图形,http://k.360kan.com/pc/detail/EbR92ErdG5jJ?ucheck=73ae11369bc7bf2a15d5997dacddfd2d&uid=1d6abb4248cb86a7159cd8ac5d5f76a2&version=&sign=pc&resign=pc&is_recom=0&dl=dh_cnak_2,泰州,江苏,MAX精选,CPC,3.71
38hJQTRAEeG0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:11:31,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/323q2tb3upj841pa5nkujtmjmns?from=mini,其他,重庆,MAX精选,CPC,3.07
38l07gquk6Z0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:39:36,浏览器新标签页导流_首页_首屏_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/30j5jnhib209sgb0q7db43nuipo?from=browser,其他,北京,MAX精选,CPC,6.86
38Ln2faMJa40,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,18:10:37,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/47fk6k0d8ut9dppqg3fer5duj64?from=mini,惠州,广东,MAX精选,CPC,4.65
38o5L7bFZzZ0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:03:07,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/35udrrivvq789qal7gtn13m3ka3?from=mini,济南,山东,MAX精选,CPC,3.44
38RAAqPiCby0,A-36计2-橱窗,36计2场景,场景橱窗广告创意,2017/05/22,06:37:59,网易_内容页_三屏_300x250_矩形_30k|右下角固定位矩形-8,http://money.163.com/15/0311/22/AKF80EMH00253B0H.html,邢台,河北,MAX精选,CPC,0.56
38xw8JtSZ0I0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:15:01,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,青岛,山东,MAX精选,CPC,4.65
3A0HYf66wBr0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:39:38,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,常州,江苏,MAX精选,CPC,3.53
3A0J3m03zTY0,A-36计2-守卫家园-广告位计划,360娱乐-固定-728*90,728x90.swf,2017/05/22,06:17:58,360导航娱乐_频道页_其他_728x90_横幅_30k|详情页中通横幅,http://yule.360.cn/content/135198,临沧,云南,MAX精选,CPC,0.87
3A0OrUzFFjI0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:51:05,首页底部导流_其他_其他_300x250_矩形_30k|北京时间左侧_文章内嵌矩形,http://item.btime.com/34nsgbuaqr88fnorkbuisl3t03v?from=haoindex,信阳,河南,MAX精选,CPC,3.08
3A6uMEjnJqj0,A-36计2-防御为王-广告位计划,导航_娱乐,防御为王300x250.swf,2017/05/22,14:55:01,导航_内容页_首屏_300x250_30k|娱乐频道搜索框下方矩形,http://yule.360.cn/,东莞,广东,MAX精选,CPC,0.79
3AADTOSft6y0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:03:46,浏览器新标签页导流_首页_首屏_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/3214f3488mm8mopdo60ampdgdb3?from=browser,上海市辖区,上海,MAX精选,CPC,2.91
3ABMEoTfY1o0,A-36计2-信息流-全尺寸,660x220,「战神36计」战争策略游戏入口,2017/05/22,14:31:03,网易_频道页_二屏_660x220_矩形_30k|通发位除大事件第16条大图模式,news.163.com,太原,山西,MAX精选,CPC,1.64
3ACkrCrGZRY0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,06:09:35,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/45o229bf2un8s4rr35n89jrjo91?from=mini,丹东,辽宁,MAX精选,CPC,2.32
3AFzotc4tbU0,A-36计2-守卫家园-广告位计划,首页底部导流_北京时间左侧_文章内嵌矩形,300x250.swf,2017/05/22,14:59:06,首页底部导流_其他_其他_300x250_矩形_30k|北京时间左侧_文章内嵌矩形,http://item.btime.com/34rsnbec2mj9mlpntdbh5borv8u?from=haoindex,延边,吉林,MAX精选,CPC,4.94
3Agelwz0KII0,A-36计2-守卫家园-广告位计划,导航_娱乐频道搜索框下方矩形,300x250.swf,2017/05/22,14:15:10,导航_内容页_首屏_300x250_30k|娱乐频道搜索框下方矩形,http://yule.360.cn/content/96598,成都,四川,MAX精选,CPC,2.69
3AGKXu9dL9d0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:55:01,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,齐齐哈尔,黑龙江,MAX精选,CPC,3.17
3AkJMSJR0Eo0,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:39:47,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,伊春,黑龙江,MAX精选,CPC,3.34
3AnD3qEvRo10,A-36计2-防御为王-广告位计划,导航_娱乐,防御为王300x250.swf,2017/05/22,14:43:38,导航_内容页_首屏_300x250_30k|娱乐频道搜索框下方矩形,http://yule.360.cn/content/134343,广州,广东,MAX精选,CPC,2.88
3ANvwhyzcb60,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:55:59,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,运城,山西,MAX精选,CPC,2.9
3Ap0OZlWXm60,A-36计2-守卫家园-广告位计划,导航_娱乐频道内容页下拉跟随矩形02,300x250.swf,2017/05/22,02:54:12,导航_内容页_二屏_300x250_30k|娱乐频道内容页下拉跟随矩形02,http://yule.360.cn/list?tag=%E5%A5%BD%E5%A5%87%E5%BF%83&tonality=%E8%BD%BB%E6%9D%BE%E4%B8%80%E5%88%BB&realtime,常州,江苏,MAX精选,CPC,0.69
3AsdX0wPmrI0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:07:46,首页底部导流_其他_其他_300x250_矩形_30k|北京时间左侧_文章内嵌矩形,http://item.btime.com/36stgm79qvo8b4pm71uumolrm9m?from=haoindex,安阳,河南,MAX精选,CPC,4.37
3AstpgPRJa00,A-36计2-防御为王-广告位计划,导航_娱乐2,防御为王300x250.swf,2017/05/22,02:10:08,导航_内容页_二屏_300x250_30k|娱乐频道内容页下拉跟随矩形02,http://yule.360.cn/list?tag=%E5%A5%BD%E5%A5%87%E5%BF%83,东莞,广东,MAX精选,CPC,3.15
3ATEcWNhvJ10,A-36计2-守卫家园-广告位计划,导航_娱乐频道内容页下拉跟随矩形02,300x250.swf,2017/05/22,14:11:04,导航_内容页_二屏_300x250_30k|娱乐频道内容页下拉跟随矩形02,http://yule.360.cn/list?tag=%E7%BB%BC%E8%89%BA,佛山,广东,MAX精选,CPC,2.81
3Axec0s0cqI0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:07:03,浏览器新标签页导流_首页_首屏_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/3006pbu4sv58bppeob8ikpg0gvq?from=browser,深圳,广东,MAX精选,CPC,3.96
3AXlzPjgmIL0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:27:34,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/34uppukebk392creeif9llqd8f2?from=mini,湖州,浙江,MAX精选,CPC,4.16
3AXyHLIae6j0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,18:42:04,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/358065ajqg693uoke41lcmfqp8s?from=mini,东莞,广东,MAX精选,CPC,2.8
3AzezTDd8Ad0,A-36计2-橱窗,36计2场景,场景橱窗广告创意,2017/05/22,02:10:56,360浏览器_首页_首屏_商品推荐广告尺寸_矩形_30k|今日特卖_单品人群定向,http://se.360.cn/setm/jrtm-web.html,扬州,江苏,MAX精选,CPC,0.74
3GbHL7B6HRZ0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:47:23,首页底部导流_其他_其他_300x250_矩形_30k|北京时间左侧_文章内嵌矩形,http://item.btime.com/40v93ifjbmq8mppjd1qt4nv7b02?from=haoindex,深圳,广东,MAX精选,CPC,3.53
3GbLAiht21Y0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:51:22,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/35udrrivvq789qal7gtn13m3ka3?from=mini,其他,内蒙古,MAX精选,CPC,3.77
3GcjX90eSsj0,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:03:28,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,驻马店,河南,MAX精选,CPC,3.87
3GcvQ9wS2b10,A-36计2-防御为王-广告位计划,导航_娱乐,防御为王300x250.swf,2017/05/22,14:55:15,导航_内容页_首屏_300x250_30k|娱乐频道搜索框下方矩形,http://yule.360.cn/content/137315,无锡,江苏,MAX精选,CPC,2.44
3GEK6PiEzeY0,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:51:11,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/31vdpda6pjn92urodk1g5gu055d?from=mini,九江,江西,MAX精选,CPC,3.42
3GF6GATkyi20,A-36计2-守卫家园-广告位计划,360娱乐-固定-728*90,728x90.swf,2017/05/22,06:21:52,360导航娱乐_频道页_其他_728x90_横幅_30k|详情页中通横幅,http://yule.360.cn/content/135664,东莞,广东,MAX精选,CPC,0.61
3GGRMgA0CmY0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:23:01,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,其他,重庆,MAX精选,CPC,3.78
3GIfh0Lfgqj0,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:55:26,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,上海市辖区,上海,MAX精选,CPC,2.69
3GIpqpq7iz60,A-36计2-守卫家园-广告位计划,已测广告位2.88,300x250.swf,2017/05/22,14:55:42,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,抚州,江西,MAX精选,CPC,3.17
3GJPFROX29d0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:15:03,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/327p8vpt7f99bc8qmf4p515ls6i?from=mini,宿迁,江苏,MAX精选,CPC,4.66
3Gl8zNOi6VI0,A-36计2-守卫家园-广告位计划,首页底部导流_北京时间左侧_文章内嵌矩形,300x250.swf,2017/05/22,18:34:07,首页底部导流_其他_其他_300x250_矩形_30k|北京时间左侧_文章内嵌矩形,http://item.btime.com/45as85p8nk885tprkjaptatmhd1?from=haoindex,石家庄,河北,MAX精选,CPC,3.11
3GlozYm0vE60,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:55:48,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/322qtgoq14r9do90o42r125ru1i?from=mini,长沙,湖南,MAX精选,CPC,3.77
3GLTGd708yL0,A-36计2-防御为王-广告位计划,36计2-防御为王-4.28,防御为王300x250.swf,2017/05/22,14:07:56,浏览器mini弹窗导流_首页_首屏_300x250_矩形_30k|北京时间右侧_固定图形4,http://item.btime.com/366iv1qmql79f9obl49gj56ihsk?from=mini,台州,浙江,MAX精选,CPC,5.45
3GnyhXCwVsy0,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:07:51,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/327p8vpt7f99bc8qmf4p515ls6i?from=mini,驻马店,河南,MAX精选,CPC,4.65
3GOtVMFPqi60,A-36计2-防御为王-广告位计划,导航_娱乐2,防御为王300x250.swf,2017/05/22,14:11:27,导航_内容页_二屏_300x250_30k|娱乐频道内容页下拉跟随矩形02,http://yule.360.cn/content/134836?realtime,其他,重庆,MAX精选,CPC,2.78
3GpMZi91eVL0,A-36计2-防御为王-广告位计划,36计2-防御为王-5.0,防御为王300x250.swf,2017/05/22,14:39:33,浏览器新标签页导流_首页_首屏_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/42d4ni56p8k98aappsjm9naeisp?from=browser,平凉地区,甘肃,MAX精选,CPC,5.07
3GRxLvpklI00,A-36计2-防御为王-广告位计划,36计2-防御为王-2.88,防御为王300x250.swf,2017/05/22,14:11:29,浏览器mini弹窗导流_首页_其他_300x250_矩形_30k|北京时间右侧_固定图形2,http://item.btime.com/323q2tb3upj841pa5nkujtmjmns?from=mini,石家庄,河北,MAX精选,CPC,2.98
